id,ano,municipio,bioma,area_total,desmatado,vegetacao_natural,nao_vegetacao_natural,hidrografia
59991,2003,Tefé,Amazônia,23389,592.6,21966.2,151.4,678.8
59992,2004,Tefé,Amazônia,23389,595.0,21963.8,151.4,678.8
59993,2005,Tefé,Amazônia,23389,602.2,21956.6,151.4,678.8
59994,2002,Tefé,Amazônia,23389,577.2,21981.6,151.4,678.8
59995,2021,Tefé,Amazônia,23389,712.4,21846.4,151.4,678.8
59996,2007,Tefé,Amazônia,23389,610.6,21948.2,151.4,678.8
59997,2001,Tefé,Amazônia,23389,557.2,22001.6,151.4,678.8
59998,2008,Tefé,Amazônia,23389,620.3,21938.5,151.4,678.8
59999,2011,Tefé,Amazônia,23389,636.8,21922.0,151.4,678.8
60000,2000,Tefé,Amazônia,23389,543.7,22015.1,151.4,678.8
60001,2017,Tefé,Amazônia,23389,673.3,21885.5,151.4,678.8
60002,2019,Tefé,Amazônia,23389,689.1,21869.7,151.4,678.8
60003,2015,Tefé,Amazônia,23389,659.5,21899.3,151.4,678.8
60004,2010,Tefé,Amazônia,23389,633.4,21925.4,151.4,678.8
60005,2012,Tefé,Amazônia,23389,639.7,21919.1,151.4,678.8
60006,2006,Tefé,Amazônia,23389,606.2,21952.6,151.4,678.8
65458,2022,Novo Airão,Amazônia,37734,129.6,36070.3,211.3,1322.8
65459,2019,Novo Airão,Amazônia,37734,127.2,36072.7,211.3,1322.8
65460,2005,Novo Airão,Amazônia,37734,110.2,36089.7,211.3,1322.8
65461,2015,Novo Airão,Amazônia,37734,121.1,36078.8,211.3,1322.8
65462,2010,Novo Airão,Amazônia,37734,117.0,36082.9,211.3,1322.8
65463,2006,Novo Airão,Amazônia,37734,110.4,36089.5,211.3,1322.8
65464,2008,Novo Airão,Amazônia,37734,112.4,36087.5,211.3,1322.8
65465,2012,Novo Airão,Amazônia,37734,118.7,36081.2,211.3,1322.8
65466,2021,Novo Airão,Amazônia,37734,128.9,36071.0,211.3,1322.8
65467,2014,Novo Airão,Amazônia,37734,120.5,36079.4,211.3,1322.8
65468,2009,Novo Airão,Amazônia,37734,114.3,36085.6,211.3,1322.8
65469,2004,Novo Airão,Amazônia,37734,110.1,36089.8,211.3,1322.8
65470,2000,Novo Airão,Amazônia,37734,79.6,36120.3,211.3,1322.8
65471,2002,Novo Airão,Amazônia,37734,103.8,36096.1,211.3,1322.8
65472,2017,Novo Airão,Amazônia,37734,123.5,36076.4,211.3,1322.8
65473,2003,Novo Airão,Amazônia,37734,108.4,36091.5,211.3,1322.8
65474,2001,Novo Airão,Amazônia,37734,103.1,36096.8,211.3,1322.8
65475,2020,Novo Airão,Amazônia,37734,127.9,36072.0,211.3,1322.8
65476,2018,Novo Airão,Amazônia,37734,124.1,36075.8,211.3,1322.8
65477,2013,Novo Airão,Amazônia,37734,119.3,36080.6,211.3,1322.8
65478,2011,Novo Airão,Amazônia,37734,118.2,36081.7,211.3,1322.8
65479,2007,Novo Airão,Amazônia,37734,111.5,36088.4,211.3,1322.8
65480,2016,Novo Airão,Amazônia,37734,122.0,36077.9,211.3,1322.8
65941,2001,Humaitá,Amazônia,33127,573.7,28611.0,3147.4,794.9
65942,2008,Humaitá,Amazônia,33127,661.2,28523.5,3147.4,794.9
65943,2003,Humaitá,Amazônia,33127,592.0,28592.7,3147.4,794.9
65944,2013,Humaitá,Amazônia,33127,704.7,28480.0,3147.4,794.9
65945,2014,Humaitá,Amazônia,33127,718.3,28466.4,3147.4,794.9
65946,2006,Humaitá,Amazônia,33127,627.2,28557.5,3147.4,794.9
65947,2020,Humaitá,Amazônia,33127,1024.7,28160.0,3147.4,794.9
65948,2005,Humaitá,Amazônia,33127,622.3,28562.4,3147.4,794.9
65949,2022,Humaitá,Amazônia,33127,1392.4,27792.3,3147.4,794.9
65950,2016,Humaitá,Amazônia,33127,744.9,28439.8,3147.4,794.9
65951,2019,Humaitá,Amazônia,33127,916.1,28268.6,3147.4,794.9
65952,2011,Humaitá,Amazônia,33127,685.4,28499.3,3147.4,794.9
65953,2021,Humaitá,Amazônia,33127,1222.5,27962.2,3147.4,794.9
65954,2007,Humaitá,Amazônia,33127,640.5,28544.2,3147.4,794.9
65955,2017,Humaitá,Amazônia,33127,779.5,28405.2,3147.4,794.9
65956,2010,Humaitá,Amazônia,33127,674.4,28510.3,3147.4,794.9
65957,2009,Humaitá,Amazônia,33127,666.4,28518.3,3147.4,794.9
65958,2000,Humaitá,Amazônia,33127,534.6,28650.1,3147.4,794.9
65959,2018,Humaitá,Amazônia,33127,826.9,28357.8,3147.4,794.9
65960,2015,Humaitá,Amazônia,33127,727.4,28457.3,3147.4,794.9
65961,2004,Humaitá,Amazônia,33127,606.5,28578.2,3147.4,794.9
65962,2002,Humaitá,Amazônia,33127,581.3,28603.4,3147.4,794.9
65963,2012,Humaitá,Amazônia,33127,694.0,28490.7,3147.4,794.9
70564,2007,Beruri,Amazônia,17262,201.0,15610.3,888.8,561.9
70565,2008,Beruri,Amazônia,17262,203.4,15607.9,888.8,561.9
70566,2019,Beruri,Amazônia,17262,228.0,15583.3,888.8,561.9
70567,2016,Beruri,Amazônia,17262,222.0,15589.3,888.8,561.9
70568,2020,Beruri,Amazônia,17262,231.3,15580.0,888.8,561.9
70569,2010,Beruri,Amazônia,17262,209.6,15601.7,888.8,561.9
70570,2005,Beruri,Amazônia,17262,200.1,15611.2,888.8,561.9
70571,2002,Beruri,Amazônia,17262,191.7,15619.6,888.8,561.9
70572,2001,Beruri,Amazônia,17262,189.4,15621.9,888.8,561.9
70573,2004,Beruri,Amazônia,17262,199.4,15611.9,888.8,561.9
70574,2006,Beruri,Amazônia,17262,200.5,15610.8,888.8,561.9
70575,2003,Beruri,Amazônia,17262,197.3,15614.0,888.8,561.9
70576,2021,Beruri,Amazônia,17262,238.0,15573.3,888.8,561.9
70577,2017,Beruri,Amazônia,17262,223.6,15587.7,888.8,561.9
70578,2009,Beruri,Amazônia,17262,205.4,15605.9,888.8,561.9
70579,2015,Beruri,Amazônia,17262,219.9,15591.4,888.8,561.9
70580,2012,Beruri,Amazônia,17262,212.6,15598.7,888.8,561.9
70581,2018,Beruri,Amazônia,17262,225.6,15585.7,888.8,561.9
70582,2022,Beruri,Amazônia,17262,245.3,15566.0,888.8,561.9
70583,2011,Beruri,Amazônia,17262,211.7,15599.6,888.8,561.9
70584,2014,Beruri,Amazônia,17262,217.5,15593.8,888.8,561.9
70585,2013,Beruri,Amazônia,17262,215.0,15596.3,888.8,561.9
70586,2000,Beruri,Amazônia,17262,181.6,15629.7,888.8,561.9
71760,2003,Atalaia do Norte,Amazônia,76400,224.7,75804.6,15.7,355.0
71761,2014,Atalaia do Norte,Amazônia,76400,241.7,75787.6,15.7,355.0
71762,2011,Atalaia do Norte,Amazônia,76400,238.9,75790.4,15.7,355.0
71763,2010,Atalaia do Norte,Amazônia,76400,237.2,75792.1,15.7,355.0
71764,2008,Atalaia do Norte,Amazônia,76400,233.4,75795.9,15.7,355.0
71765,2007,Atalaia do Norte,Amazônia,76400,232.2,75797.1,15.7,355.0
71766,2000,Atalaia do Norte,Amazônia,76400,196.1,75833.2,15.7,355.0
71767,2021,Atalaia do Norte,Amazônia,76400,249.9,75779.4,15.7,355.0
71768,2012,Atalaia do Norte,Amazônia,76400,240.4,75788.9,15.7,355.0
71769,2006,Atalaia do Norte,Amazônia,76400,230.7,75798.6,15.7,355.0
71770,2009,Atalaia do Norte,Amazônia,76400,234.8,75794.5,15.7,355.0
71771,2016,Atalaia do Norte,Amazônia,76400,242.8,75786.5,15.7,355.0
71772,2013,Atalaia do Norte,Amazônia,76400,241.3,75788.0,15.7,355.0
71773,2022,Atalaia do Norte,Amazônia,76400,252.0,75777.3,15.7,355.0
71774,2019,Atalaia do Norte,Amazônia,76400,247.2,75782.1,15.7,355.0
71775,2005,Atalaia do Norte,Amazônia,76400,230.5,75798.8,15.7,355.0
71776,2001,Atalaia do Norte,Amazônia,76400,197.8,75831.5,15.7,355.0
71777,2017,Atalaia do Norte,Amazônia,76400,244.0,75785.3,15.7,355.0
71778,2020,Atalaia do Norte,Amazônia,76400,248.2,75781.1,15.7,355.0
71779,2015,Atalaia do Norte,Amazônia,76400,241.8,75787.5,15.7,355.0
71780,2004,Atalaia do Norte,Amazônia,76400,227.5,75801.8,15.7,355.0
71781,2018,Atalaia do Norte,Amazônia,76400,244.7,75784.6,15.7,355.0
71782,2002,Atalaia do Norte,Amazônia,76400,217.8,75811.5,15.7,355.0
73669,2004,Iranduba,Amazônia,2163,454.5,1267.8,131.9,308.8
73670,2021,Iranduba,Amazônia,2163,499.2,1223.1,131.9,308.8
73671,2011,Iranduba,Amazônia,2163,480.9,1241.4,131.9,308.8
73672,2016,Iranduba,Amazônia,2163,492.3,1230.0,131.9,308.8
73673,2014,Iranduba,Amazônia,2163,487.0,1235.3,131.9,308.8
73674,2017,Iranduba,Amazônia,2163,494.3,1228.0,131.9,308.8
73675,2008,Iranduba,Amazônia,2163,464.7,1257.6,131.9,308.8
73676,2010,Iranduba,Amazônia,2163,478.1,1244.2,131.9,308.8
73677,2005,Iranduba,Amazônia,2163,455.4,1266.9,131.9,308.8
73678,2012,Iranduba,Amazônia,2163,481.9,1240.4,131.9,308.8
73679,2009,Iranduba,Amazônia,2163,472.2,1250.1,131.9,308.8
73680,2001,Iranduba,Amazônia,2163,424.7,1297.6,131.9,308.8
73681,2000,Iranduba,Amazônia,2163,342.1,1380.2,131.9,308.8
73682,2018,Iranduba,Amazônia,2163,495.5,1226.8,131.9,308.8
73683,2003,Iranduba,Amazônia,2163,448.6,1273.7,131.9,308.8
73684,2019,Iranduba,Amazônia,2163,496.3,1226.0,131.9,308.8
73685,2020,Iranduba,Amazônia,2163,498.5,1223.8,131.9,308.8
73686,2015,Iranduba,Amazônia,2163,490.7,1231.6,131.9,308.8
73687,2022,Iranduba,Amazônia,2163,499.9,1222.4,131.9,308.8
73688,2006,Iranduba,Amazônia,2163,459.0,1263.3,131.9,308.8
73689,2002,Iranduba,Amazônia,2163,432.0,1290.3,131.9,308.8
73690,2013,Iranduba,Amazônia,2163,484.2,1238.1,131.9,308.8
73691,2007,Iranduba,Amazônia,2163,462.8,1259.5,131.9,308.8
74221,2002,Itacoatiara,Amazônia,8820,1580.6,4733.7,841.3,1664.4
74222,2004,Itacoatiara,Amazônia,8820,1634.0,4680.3,841.3,1664.4
74223,2005,Itacoatiara,Amazônia,8820,1643.6,4670.7,841.3,1664.4
74224,2010,Itacoatiara,Amazônia,8820,1719.4,4594.9,841.3,1664.4
74225,2011,Itacoatiara,Amazônia,8820,1736.9,4577.4,841.3,1664.4
74226,2000,Itacoatiara,Amazônia,8820,1448.3,4866.0,841.3,1664.4
74227,2013,Itacoatiara,Amazônia,8820,1747.1,4567.2,841.3,1664.4
74228,2019,Itacoatiara,Amazônia,8820,1798.7,4515.6,841.3,1664.4
74229,2006,Itacoatiara,Amazônia,8820,1658.6,4655.7,841.3,1664.4
74230,2001,Itacoatiara,Amazônia,8820,1524.4,4789.9,841.3,1664.4
74231,2018,Itacoatiara,Amazônia,8820,1784.6,4529.7,841.3,1664.4
74232,2015,Itacoatiara,Amazônia,8820,1760.9,4553.4,841.3,1664.4
74233,2009,Itacoatiara,Amazônia,8820,1700.3,4614.0,841.3,1664.4
74234,2022,Itacoatiara,Amazônia,8820,1851.5,4462.8,841.3,1664.4
74235,2016,Itacoatiara,Amazônia,8820,1768.8,4545.5,841.3,1664.4
74236,2003,Itacoatiara,Amazônia,8820,1604.1,4710.2,841.3,1664.4
74237,2021,Itacoatiara,Amazônia,8820,1825.4,4488.9,841.3,1664.4
74238,2020,Itacoatiara,Amazônia,8820,1808.9,4505.4,841.3,1664.4
74239,2014,Itacoatiara,Amazônia,8820,1754.9,4559.4,841.3,1664.4
74240,2012,Itacoatiara,Amazônia,8820,1743.0,4571.3,841.3,1664.4
74241,2008,Itacoatiara,Amazônia,8820,1694.8,4619.5,841.3,1664.4
74242,2007,Itacoatiara,Amazônia,8820,1667.9,4646.4,841.3,1664.4
74243,2017,Itacoatiara,Amazônia,8820,1779.9,4534.4,841.3,1664.4
74865,2001,Careiro da Várzea,Amazônia,2677,379.1,964.4,709.9,623.6
74866,2009,Careiro da Várzea,Amazônia,2677,494.5,849.0,709.9,623.6
74867,2004,Careiro da Várzea,Amazônia,2677,445.8,897.7,709.9,623.6
74868,2008,Careiro da Várzea,Amazônia,2677,488.9,854.6,709.9,623.6
74869,2007,Careiro da Várzea,Amazônia,2677,475.1,868.4,709.9,623.6
74870,2005,Careiro da Várzea,Amazônia,2677,454.9,888.6,709.9,623.6
74871,2021,Careiro da Várzea,Amazônia,2677,600.6,742.9,709.9,623.6
74872,2011,Careiro da Várzea,Amazônia,2677,526.0,817.5,709.9,623.6
74873,2020,Careiro da Várzea,Amazônia,2677,583.4,760.1,709.9,623.6
74874,2022,Careiro da Várzea,Amazônia,2677,629.3,714.2,709.9,623.6
74875,2002,Careiro da Várzea,Amazônia,2677,432.3,911.2,709.9,623.6
74876,2003,Careiro da Várzea,Amazônia,2677,437.7,905.8,709.9,623.6
74877,2013,Careiro da Várzea,Amazônia,2677,533.6,809.9,709.9,623.6
74878,2019,Careiro da Várzea,Amazônia,2677,576.3,767.2,709.9,623.6
74879,2015,Careiro da Várzea,Amazônia,2677,546.9,796.6,709.9,623.6
74880,2016,Careiro da Várzea,Amazônia,2677,555.1,788.4,709.9,623.6
74881,2017,Careiro da Várzea,Amazônia,2677,560.6,782.9,709.9,623.6
74882,2018,Careiro da Várzea,Amazônia,2677,564.5,779.0,709.9,623.6
74883,2006,Careiro da Várzea,Amazônia,2677,465.7,877.8,709.9,623.6
74884,2010,Careiro da Várzea,Amazônia,2677,513.8,829.7,709.9,623.6
74885,2014,Careiro da Várzea,Amazônia,2677,537.4,806.1,709.9,623.6
74886,2012,Careiro da Várzea,Amazônia,2677,530.8,812.7,709.9,623.6
74887,2000,Careiro da Várzea,Amazônia,2677,368.4,975.1,709.9,623.6
74911,2021,Tapauá,Amazônia,85365,436.0,81322.3,2157.6,1449.1
74912,2011,Tapauá,Amazônia,85365,314.9,81443.4,2157.6,1449.1
74913,2004,Tapauá,Amazônia,85365,291.7,81466.6,2157.6,1449.1
74914,2018,Tapauá,Amazônia,85365,346.3,81412.0,2157.6,1449.1
74915,2016,Tapauá,Amazônia,85365,324.4,81433.9,2157.6,1449.1
74916,2020,Tapauá,Amazônia,85365,384.4,81373.9,2157.6,1449.1
74917,2006,Tapauá,Amazônia,85365,297.0,81461.3,2157.6,1449.1
74918,2002,Tapauá,Amazônia,85365,278.4,81479.9,2157.6,1449.1
74919,2019,Tapauá,Amazônia,85365,367.5,81390.8,2157.6,1449.1
74920,2007,Tapauá,Amazônia,85365,301.3,81457.0,2157.6,1449.1
74921,2013,Tapauá,Amazônia,85365,318.2,81440.1,2157.6,1449.1
74922,2003,Tapauá,Amazônia,85365,286.7,81471.6,2157.6,1449.1
74923,2010,Tapauá,Amazônia,85365,310.5,81447.8,2157.6,1449.1
74924,2008,Tapauá,Amazônia,85365,304.4,81453.9,2157.6,1449.1
74925,2001,Tapauá,Amazônia,85365,272.3,81486.0,2157.6,1449.1
74926,2014,Tapauá,Amazônia,85365,320.9,81437.4,2157.6,1449.1
74927,2017,Tapauá,Amazônia,85365,328.7,81429.6,2157.6,1449.1
74928,2022,Tapauá,Amazônia,85365,502.2,81256.1,2157.6,1449.1
74929,2009,Tapauá,Amazônia,85365,305.1,81453.2,2157.6,1449.1
74930,2005,Tapauá,Amazônia,85365,296.0,81462.3,2157.6,1449.1
74931,2015,Tapauá,Amazônia,85365,321.4,81436.9,2157.6,1449.1
74932,2012,Tapauá,Amazônia,85365,315.6,81442.7,2157.6,1449.1
74933,2000,Tapauá,Amazônia,85365,266.7,81491.6,2157.6,1449.1
76222,2001,Pauini,Amazônia,41591,157.1,41147.0,24.7,262.2
76223,2019,Pauini,Amazônia,41591,292.1,41012.0,24.7,262.2
76224,2010,Pauini,Amazônia,41591,218.5,41085.6,24.7,262.2
76225,2022,Pauini,Amazônia,41591,372.5,40931.6,24.7,262.2
76226,2011,Pauini,Amazônia,41591,224.2,41079.9,24.7,262.2
76227,2014,Pauini,Amazônia,41591,248.0,41056.1,24.7,262.2
76228,2018,Pauini,Amazônia,41591,281.8,41022.3,24.7,262.2
76229,2017,Pauini,Amazônia,41591,273.7,41030.4,24.7,262.2
76230,2020,Pauini,Amazônia,41591,313.2,40990.9,24.7,262.2
76231,2005,Pauini,Amazônia,41591,194.8,41109.3,24.7,262.2
76232,2006,Pauini,Amazônia,41591,199.0,41105.1,24.7,262.2
76233,2015,Pauini,Amazônia,41591,254.5,41049.6,24.7,262.2
76234,2012,Pauini,Amazônia,41591,233.7,41070.4,24.7,262.2
76235,2007,Pauini,Amazônia,41591,207.1,41097.0,24.7,262.2
76236,2021,Pauini,Amazônia,41591,341.3,40962.8,24.7,262.2
76237,2000,Pauini,Amazônia,41591,149.5,41154.6,24.7,262.2
76238,2016,Pauini,Amazônia,41591,260.1,41044.0,24.7,262.2
76239,2008,Pauini,Amazônia,41591,210.2,41093.9,24.7,262.2
76240,2002,Pauini,Amazônia,41591,167.1,41137.0,24.7,262.2
76241,2009,Pauini,Amazônia,41591,213.4,41090.7,24.7,262.2
76242,2003,Pauini,Amazônia,41591,179.6,41124.5,24.7,262.2
76243,2004,Pauini,Amazônia,41591,185.7,41118.4,24.7,262.2
76244,2013,Pauini,Amazônia,41591,238.5,41065.6,24.7,262.2
77303,2022,Tabatinga,Amazônia,3193,171.9,2938.7,0.0,82.4
77304,2000,Tabatinga,Amazônia,3193,137.0,2973.6,0.0,82.4
77305,2001,Tabatinga,Amazônia,3193,142.7,2967.9,0.0,82.4
77306,2016,Tabatinga,Amazônia,3193,164.0,2946.6,0.0,82.4
77307,2004,Tabatinga,Amazônia,3193,149.9,2960.7,0.0,82.4
77308,2002,Tabatinga,Amazônia,3193,146.5,2964.1,0.0,82.4
77309,2007,Tabatinga,Amazônia,3193,153.4,2957.2,0.0,82.4
77310,2005,Tabatinga,Amazônia,3193,150.8,2959.8,0.0,82.4
77311,2008,Tabatinga,Amazônia,3193,154.4,2956.2,0.0,82.4
77312,2009,Tabatinga,Amazônia,3193,155.5,2955.1,0.0,82.4
77313,2014,Tabatinga,Amazônia,3193,162.0,2948.6,0.0,82.4
77314,2012,Tabatinga,Amazônia,3193,158.1,2952.5,0.0,82.4
77315,2015,Tabatinga,Amazônia,3193,162.2,2948.4,0.0,82.4
77316,2006,Tabatinga,Amazônia,3193,151.4,2959.2,0.0,82.4
77317,2019,Tabatinga,Amazônia,3193,166.3,2944.3,0.0,82.4
77318,2021,Tabatinga,Amazônia,3193,170.6,2940.0,0.0,82.4
77319,2011,Tabatinga,Amazônia,3193,157.4,2953.2,0.0,82.4
77320,2003,Tabatinga,Amazônia,3193,149.4,2961.2,0.0,82.4
77321,2017,Tabatinga,Amazônia,3193,164.4,2946.2,0.0,82.4
77322,2020,Tabatinga,Amazônia,3193,166.9,2943.7,0.0,82.4
77323,2013,Tabatinga,Amazônia,3193,158.3,2952.3,0.0,82.4
77324,2010,Tabatinga,Amazônia,3193,156.5,2954.1,0.0,82.4
77325,2018,Tabatinga,Amazônia,3193,164.6,2946.0,0.0,82.4
77326,2002,Itapiranga,Amazônia,4473,125.9,3929.8,163.3,254.0
77327,2005,Itapiranga,Amazônia,4473,131.9,3923.8,163.3,254.0
77328,2007,Itapiranga,Amazônia,4473,133.0,3922.7,163.3,254.0
77329,2019,Itapiranga,Amazônia,4473,142.4,3913.3,163.3,254.0
77330,2014,Itapiranga,Amazônia,4473,139.4,3916.3,163.3,254.0
77331,2017,Itapiranga,Amazônia,4473,141.3,3914.4,163.3,254.0
77332,2013,Itapiranga,Amazônia,4473,138.6,3917.1,163.3,254.0
77333,2012,Itapiranga,Amazônia,4473,137.2,3918.5,163.3,254.0
77334,2004,Itapiranga,Amazônia,4473,131.2,3924.5,163.3,254.0
77335,2021,Itapiranga,Amazônia,4473,144.2,3911.5,163.3,254.0
77336,2015,Itapiranga,Amazônia,4473,140.2,3915.5,163.3,254.0
77337,2003,Itapiranga,Amazônia,4473,130.0,3925.7,163.3,254.0
77338,2011,Itapiranga,Amazônia,4473,136.8,3918.9,163.3,254.0
77339,2006,Itapiranga,Amazônia,4473,132.2,3923.5,163.3,254.0
77340,2020,Itapiranga,Amazônia,4473,142.6,3913.1,163.3,254.0
77341,2000,Itapiranga,Amazônia,4473,112.5,3943.2,163.3,254.0
77342,2022,Itapiranga,Amazônia,4473,145.9,3909.8,163.3,254.0
77343,2016,Itapiranga,Amazônia,4473,140.2,3915.5,163.3,254.0
77344,2009,Itapiranga,Amazônia,4473,134.5,3921.2,163.3,254.0
77345,2018,Itapiranga,Amazônia,4473,141.5,3914.2,163.3,254.0
77346,2008,Itapiranga,Amazônia,4473,134.2,3921.5,163.3,254.0
77347,2010,Itapiranga,Amazônia,4473,135.7,3920.0,163.3,254.0
77348,2001,Itapiranga,Amazônia,4473,121.2,3934.5,163.3,254.0
79764,2006,Anamã,Amazônia,2430,192.4,1983.0,40.2,214.4
79765,2020,Anamã,Amazônia,2430,202.6,1972.8,40.2,214.4
79766,2013,Anamã,Amazônia,2430,198.9,1976.5,40.2,214.4
79767,2021,Anamã,Amazônia,2430,204.3,1971.1,40.2,214.4
79768,2008,Anamã,Amazônia,2430,193.0,1982.4,40.2,214.4
79769,2001,Anamã,Amazônia,2430,188.3,1987.1,40.2,214.4
79770,2014,Anamã,Amazônia,2430,199.4,1976.0,40.2,214.4
79771,2015,Anamã,Amazônia,2430,200.4,1975.0,40.2,214.4
79772,2007,Anamã,Amazônia,2430,192.9,1982.5,40.2,214.4
79773,2005,Anamã,Amazônia,2430,192.3,1983.1,40.2,214.4
79774,2012,Anamã,Amazônia,2430,198.2,1977.2,40.2,214.4
79775,2018,Anamã,Amazônia,2430,201.6,1973.8,40.2,214.4
79776,2010,Anamã,Amazônia,2430,196.7,1978.7,40.2,214.4
79777,2000,Anamã,Amazônia,2430,177.0,1998.4,40.2,214.4
79778,2003,Anamã,Amazônia,2430,191.5,1983.9,40.2,214.4
79779,2017,Anamã,Amazônia,2430,201.4,1974.0,40.2,214.4
79780,2009,Anamã,Amazônia,2430,194.2,1981.2,40.2,214.4
79781,2016,Anamã,Amazônia,2430,200.4,1975.0,40.2,214.4
79782,2019,Anamã,Amazônia,2430,201.9,1973.5,40.2,214.4
79783,2002,Anamã,Amazônia,2430,189.6,1985.8,40.2,214.4
79784,2022,Anamã,Amazônia,2430,204.6,1970.8,40.2,214.4
79785,2004,Anamã,Amazônia,2430,191.8,1983.6,40.2,214.4
79786,2011,Anamã,Amazônia,2430,197.6,1977.8,40.2,214.4
79902,2006,Eirunepé,Amazônia,14974,359.8,14272.4,162.5,179.3
79903,2007,Eirunepé,Amazônia,14974,361.0,14271.2,162.5,179.3
79904,2020,Eirunepé,Amazônia,14974,394.7,14237.5,162.5,179.3
79905,2019,Eirunepé,Amazônia,14974,391.8,14240.4,162.5,179.3
79906,2001,Eirunepé,Amazônia,14974,323.0,14309.2,162.5,179.3
79907,2004,Eirunepé,Amazônia,14974,356.6,14275.6,162.5,179.3
79908,2011,Eirunepé,Amazônia,14974,374.5,14257.7,162.5,179.3
79909,2002,Eirunepé,Amazônia,14974,331.4,14300.8,162.5,179.3
79910,2003,Eirunepé,Amazônia,14974,349.3,14282.9,162.5,179.3
79911,2009,Eirunepé,Amazônia,14974,365.8,14266.4,162.5,179.3
79912,2014,Eirunepé,Amazônia,14974,379.9,14252.3,162.5,179.3
79913,2013,Eirunepé,Amazônia,14974,376.8,14255.4,162.5,179.3
79914,2012,Eirunepé,Amazônia,14974,375.4,14256.8,162.5,179.3
79915,2010,Eirunepé,Amazônia,14974,371.2,14261.0,162.5,179.3
79916,2005,Eirunepé,Amazônia,14974,358.8,14273.4,162.5,179.3
79917,2022,Eirunepé,Amazônia,14974,407.4,14224.8,162.5,179.3
79918,2018,Eirunepé,Amazônia,14974,388.4,14243.8,162.5,179.3
79919,2008,Eirunepé,Amazônia,14974,364.1,14268.1,162.5,179.3
79920,2021,Eirunepé,Amazônia,14974,400.8,14231.4,162.5,179.3
79921,2015,Eirunepé,Amazônia,14974,380.0,14252.2,162.5,179.3
79922,2016,Eirunepé,Amazônia,14974,381.7,14250.5,162.5,179.3
79923,2017,Eirunepé,Amazônia,14974,384.5,14247.7,162.5,179.3
79924,2000,Eirunepé,Amazônia,14974,287.1,14345.1,162.5,179.3
83950,2005,Barcelos,Amazônia,122501,193.5,100849.8,16957.5,4500.2
83951,2016,Barcelos,Amazônia,122501,207.7,100835.6,16957.5,4500.2
83952,2018,Barcelos,Amazônia,122501,210.0,100833.3,16957.5,4500.2
83953,2017,Barcelos,Amazônia,122501,208.8,100834.5,16957.5,4500.2
83954,2003,Barcelos,Amazônia,122501,187.8,100855.5,16957.5,4500.2
83955,2002,Barcelos,Amazônia,122501,180.3,100863.0,16957.5,4500.2
83956,2021,Barcelos,Amazônia,122501,223.8,100819.5,16957.5,4500.2
83957,2015,Barcelos,Amazônia,122501,206.7,100836.6,16957.5,4500.2
83958,2014,Barcelos,Amazônia,122501,206.4,100836.9,16957.5,4500.2
83959,2006,Barcelos,Amazônia,122501,194.2,100849.1,16957.5,4500.2
83960,2013,Barcelos,Amazônia,122501,204.6,100838.7,16957.5,4500.2
83961,2020,Barcelos,Amazônia,122501,222.4,100820.9,16957.5,4500.2
83962,2007,Barcelos,Amazônia,122501,195.4,100847.9,16957.5,4500.2
83963,2001,Barcelos,Amazônia,122501,178.1,100865.2,16957.5,4500.2
83964,2000,Barcelos,Amazônia,122501,146.1,100897.2,16957.5,4500.2
83965,2019,Barcelos,Amazônia,122501,221.1,100822.2,16957.5,4500.2
83966,2010,Barcelos,Amazônia,122501,200.8,100842.5,16957.5,4500.2
83967,2012,Barcelos,Amazônia,122501,203.6,100839.7,16957.5,4500.2
83968,2009,Barcelos,Amazônia,122501,197.4,100845.9,16957.5,4500.2
83969,2022,Barcelos,Amazônia,122501,224.5,100818.8,16957.5,4500.2
83970,2008,Barcelos,Amazônia,122501,196.9,100846.4,16957.5,4500.2
83971,2004,Barcelos,Amazônia,122501,192.5,100850.8,16957.5,4500.2
83972,2011,Barcelos,Amazônia,122501,202.3,100841.0,16957.5,4500.2
86848,2006,Manaquiri,Amazônia,3978,487.6,3095.1,106.3,289.0
86849,2010,Manaquiri,Amazônia,3978,492.7,3090.0,106.3,289.0
86850,2000,Manaquiri,Amazônia,3978,453.4,3129.3,106.3,289.0
86851,2011,Manaquiri,Amazônia,3978,494.4,3088.3,106.3,289.0
86852,2021,Manaquiri,Amazônia,3978,506.0,3076.7,106.3,289.0
86853,2018,Manaquiri,Amazônia,3978,500.9,3081.8,106.3,289.0
86854,2007,Manaquiri,Amazônia,3978,488.0,3094.7,106.3,289.0
86855,2002,Manaquiri,Amazônia,3978,475.1,3107.6,106.3,289.0
86856,2022,Manaquiri,Amazônia,3978,506.6,3076.1,106.3,289.0
86857,2009,Manaquiri,Amazônia,3978,490.7,3092.0,106.3,289.0
86858,2014,Manaquiri,Amazônia,3978,495.3,3087.4,106.3,289.0
86859,2017,Manaquiri,Amazônia,3978,500.4,3082.3,106.3,289.0
86860,2013,Manaquiri,Amazônia,3978,495.2,3087.5,106.3,289.0
86861,2003,Manaquiri,Amazônia,3978,483.2,3099.5,106.3,289.0
86862,2005,Manaquiri,Amazônia,3978,486.6,3096.1,106.3,289.0
86863,2012,Manaquiri,Amazônia,3978,494.5,3088.2,106.3,289.0
86864,2001,Manaquiri,Amazônia,3978,473.1,3109.6,106.3,289.0
86865,2008,Manaquiri,Amazônia,3978,488.7,3094.0,106.3,289.0
